address,business_certificate,business_id,business_name,city,latitude,longitude,owner_address,owner_city,owner_name,owner_state,owner_zip,phone_number,postal_code,tax_code
4605 GEARY Blvd,436565,59066,RUSSIAN DELI,SAN FRANCISCO,37.7807,-122.469,4605 Geary Blvd.,SF,Russia Deli Inc.,CA,94118,null,94118,H28
3501 Geary Blvd,778080,60910,Geary 76 Mart,SF,37.7813,-122.456,1435 Huntington Ave. Ste. 230,SSF,Jamileh Aish,CA,94080,null,94118,H01
50 CLEMENT St,451180,61093,EATS,SF,37.7832,-122.46,127 Clement St.,SF,BSR Eats Inc.,CA,94118,null,94118,H25
5017 Geary Blvd,442379,61136,Lou's Cafe,SF,37.7805,-122.473,506 Sea Spray Ct.,Pacifica,"Brodeth, Inc.",CA,94044,null,94118,H24
3745 Geary Blvd,444512,61500,Happy Lounge,San Francisco,37.7811,-122.46,2121 Clement,SF,"Hap, Inc.",CA,94121,null,94118,H25
4454 California St,436025,62057,Ashley's Cafe,SF,37.785,-122.465,4454 CALIFORNIA ST.,SAN FRANCISCO,HYOJOO ASHLEY LEE,CA,94118,14155836269,94118,H28
222 STANYAN St,445323,62140,Royal Ground Coffee At Koret Deli,SAN FRANCISCO,37.7767,-122.455,3101 Geary Blvd.,SF,Joseph Az Lama,CA,94118,null,94118,H24
75 Hagiwara Tea Garden Dr. Golden Gate Park,441566,62526,"Japanese Tea Garden ""Tea House""",SF,37.7784,-122.463,1737 Post St.,SF,"JTG   SF Inc., Attn: Carol Murata",CA,94115,null,94118,H24
400 Clement St,445868,63084,New Lien Hing,SF,37.783,-122.464,400 Clement Street,SF,"New Lien Hing, LLC",CA,94118,null,94118,H28
2600 Turk St,450873,64067,Creative Catering,SF,37.7783,-122.45,1353 C Street,Hayward,Michael Vitakes,CA,94541,null,94118,H24
5045 GEARY Blvd,452550,64176,Dragon River Restaurant,SAN FRANCISCO,37.7805,-122.474,10243 Beardon Dr. #2,Cupertino,Zhenxuan Huang,CA,95014,null,94118,H25
4401 Geary Blvd,946140,64859,Modera Liquor & Wine,SAN FRANCISCO,37.7808,-122.467,7 Wildflower Ct.,Corte Madera,John K. Lee,CA,94925,null,94118,H07
3673 SACRAMENTO St,928068,64933,Magic Flute Restaurant,SAN FRANCISCO,37.7874,-122.453,233 Stowring Road,Petaluma,"Phillip LaCavela, Debbie LaCavela, Kristal LaCavela, Joe LaCavela",CA,94952,null,94118,H26
939 Clement St,455173,65050,House of Banquet,San Francisco,37.7827,-122.469,939 Clement Street,San Francisco,"LYS Trading, Inc. / Yong Shong",CA,94118,14155780203,94118,H26
3700 CALIFORNIA St,8450,65267,Calif Pacific Medical Ctr -  Kitchen,SAN FRANCISCO,37.7861,-122.456,"633 Folsom Street, 7th Floor",San Francisco,"Sutter West Bay Hospitals / Grant Davies, FACHE",CA,94107,null,94118,H40
626 Clement St,444623,65813,Sakesan,SF,37.7829,-122.466,626 Clement St.,SF,Volar LLC,CA,94118,null,94118,H26
291 06th Ave,457199,65831,Spices Restaurant,SF,37.7784,-122.463,291 6th Ave.,SF,K & M Foods International Inc.,CA,94118,null,94118,H25
417 CLEMENT St,460264,66361,Cafe Bunn Mi,SAN FRANCISCO,37.783,-122.464,417 Clement St.,SF,Bunn Mi Inc.,CA,94118,null,94118,H24
519 Clement St,416403,66384,Sweet Hut,SF,37.7829,-122.465,519 Clement St.,SF,Sweet Hut Inc.,CA,94118,null,94118,H24
4012 Geary Blvd,439562,66705,Green Island Restaurant,null,37.7812,-122.462,2001 21st Ave.,Sf,Bai Sen Ma and Shao Yu Ma,CA,94118,null,94118,H26
4014 GEARY Blvd,463767,66901,Camp,SF,37.7812,-122.463,45 Wakefield Ave.,Daly City,G More Inc.   Michael Yu/Yuen Ma,CA,94015,null,94118,H25
731 Clement St,461623,67235,Steins,SF,37.7828,-122.467,731 Clement St.,SF,Michele Steiner,CA,94118,null,94118,H25
3300 Geary Blvd,462256,67741,Hong Kong Lounge II,San Francisco,37.7817,-122.454,3300 Geary Blvd.,San Francisco,"M & V2 Investments, Inc. / Ming Lian Zhou",CA,94118,null,94118,H25
346 CLEMENT St,464366,67828,King's Thai Cuisine,SF,37.783,-122.463,6602 Stockton Ave.,El Cerrito,Kode Ruay Inc.,CA,94530,null,94118,H25
501 BALBOA ST,465265,67869,Yuubi Japanese Restaurant,SF,37.7772,-122.464,501 balboa,SF,Yuubi Japanese Restaurant,CA,94118,null,94118,H26
1541 CLEMENT ST,465205,68220,Chomp & Swig,SF,37.7824,-122.476,"5225 Mission St., #203",SF,"Cad Group, LLC",CA,94112,null,94118,H24
4201 geary Blvd,955056,68428,Cafe Coco,SF,null,null,4201 Geary Blvd,SF,Kamal Suleiman,CA,94118,null,94118,H25
612 Clement St,309553,68467,Yong Fong Co.,SF,37.7829,-122.466,825 Filbert St.,SF,Yong Guang Cen,CA,94133,14155835617,94118,H07
3200 California St,452538,68597,12 Tribes Kosher Foods,null,37.7873,-122.447,3446 16th Street,San Francisco,"12 Tribes Kosher Foods, Inc. / Rebecca Joseph",CA,94118,null,94118,H74
291 03rd Ave,446590,68699,Pretty Please Bakeshop,null,37.7835,-122.461,1639 5th Ave.,Oakland,Alison Okabayashi,CA,94606,null,94118,H88
832 Clement St,467498,68701,Grindz,SF,37.7828,-122.468,1055 Granada St.,Vallejo,"Ono Grindz, LLC",CA,94591,null,94118,H25
5120 GEARY Blvd,399860,68808,"Shabuway, Men-Oh",SF,37.7807,-122.474,150 Associated Rd.,So. San Francisco,"EK Food Services, Inc.",CA,94080,null,94118,H25
308 05th Ave,468142,68998,Cajun House,San Francisco,37.7828,-122.463,919 Skyline Dr.,Daly City,"Cajun House, Inc.",CA,94015,null,94118,H25
5 Masonic Avenue,469063,69236,The Corner Store,San Francisco,37.7822,-122.448,5 Masonic Avenue,San Francisco,"TCS Masonic, LLC",Ca,94118,14155245604,94118,H26
3157 Geary Blvd,468120,69679,50/50,null,null,null,3157 Geary Blvd,San Francisco,Van Phan & Kevin Phan,CA,94118,14155688886,94118,H24
726 Clement St,470893,69762,Chili House Inc.,SF,null,null,868 27th Ave.,SF,Chili House Inc.,CA,94121,null,94118,H25
661 Clement St,471836,69958,Yinxing Food Company,SF,null,null,1146 Naples St.,SF,Shenquan Wu,CA,94112,14155366899,94118,H03
782 ARGUELLO Blvd,472719,70225,Arguello Market Corp.,SAN FRANCISCO,null,null,782 Arguello Blvd.,SF.,Arugello Market Corp.,CA,94118,14155755121,94118,H83
208 CLEMENT St,473519,70619,Tenglong Chinese Restaurant,SF,37.7831,-122.461,208 Clement St.,SF,Jeff Lee,CA,94118,null,94118,H25
4318 California St,473101,70641,Cafe Europa,SF,37.7851,-122.464,4318 California St.,SF,Aliaksei Silin,CA,94118,null,94118,H25
3557 GEARY Blvd,472185,70642,Golden Gate U-like Inc.,S.F.,null,null,343 Skyline Dr.,Daly City,Golden Gate U-like Inc.,CA,94015,14155661309,94118,H03
3900 GEARY Blvd,436481,70758,Burger King 9365,SF,37.7812,-122.461,318 Westlake Center #274,Daly City,Gate 74 Inc.,CA,94015,null,94118,H25
952 CLEMENT St,473935,70892,Happy Cafe,SF,37.7827,-122.469,1378 46th Ave.,SF,Bob Lin,CA,94122,14155278396,94118,H26
354 CLEMENT St,475032,71322,Shabu House,SF,null,null,354 Clement St,SF,Shabu House Clement,CA,94118,null,94118,H26
1042 Clement St,325963,71354,Healthy Spirits-Clement St,null,null,null,1042 Clement,SF,Rami Barqawi,CA,94118,null,94118,H03
843 Clement St,477035,71800,"Apple Land Co., Inc.",SF,37.7827,-122.468,843 Clement St.,SF,"Apple Land Co., Inc.",CA,94118,null,94118,H03
951 Clement St,478214,71999,Shabu Club,SF,null,null,951 Clement St.,SF,Henry Pham & Wilson Li,CA,94118,null,94118,H25
1408 Clement St,476380,72120,Heartbaker LLC,null,null,null,1408 Clement St.,SF,Heartbaker LLC,CA,94118,null,94118,H26
3565 Geary Blvd,477747,73871,Grand Hotpot Lounge Inc.,null,null,null,333 Thrid Ave.,Daly City,Grand Hotpot Lounge Inc.,CA,94104,14155307082,94118,H26
3500 Geary Blvd,477639,73985,Cup A Java Coffee House,SF,null,null,3500 Geary Blvd.,SF,Jin Yi Han,CA,94118,null,94118,H03
500 02 Ave,372475,74251,Java Source Market,San Francisco,null,null,2334 19th Avenue,San Francisco,Chu Mei Yang,CA,94116,null,94118,H03
432 4th Avenue  Apt C,478834,74767,Lilliput Baking Company,San Francisco,null,null,432 4th Ave Apt C,San Francisco,Sarah H Shirley,CA,94118,null,94118,H98
2737 Golden  Gate Ave,350378,74832,Alchemy,San Francisco,null,null,2735 Golden Gate Ave,San Francisco,Ione L. Burge,CA,94118,null,94118,H98
3415 California St,477858,75297,Artesano,null,null,null,3415 California Street,San Francisco,"LV Grill, LLC / Douglas Mathieux and Jeff Gambardella",CA,94118,null,94118,H25
244 Clement St,415325,75438,Jade Chocolates,San Francisco,null,null,5758 Geary Blvd. #233,San Francisco,Jade Chocolates LLC,CA,94121,null,94118,H34
211 Clement St,481109,75574,Wako Restaurant,San Francisco,null,null,4030 Kirkham St,San Francisco,"RPT Food Services, LLC",CA,94122,null,94118,H25
244 Clement St,448046,75619,Clement Street Farmers Market,null,null,null,"400 Smith Ranch Road, Ste. D",San Rafael,Agricultural Institute of Marin,CA,94903,null,94118,H14
431 Balboa St,466679,75637,Sushi Bistro,SF,null,null,763 30th Ave.,SF,"Sushi Bistro SF, INC.",CA,94121,14155937100,94118,H26
3751 Geary Blvd,482249,75701,Gourment Noodle House,san Francisco,null,null,1 Crescent Way #1106,San Francisco,GS Riverside Grill,CA,94134,14155227427,94118,H24
3490 California St,481988,75726,A.G. Ferrari Foods,null,null,null,14234 Catalina Street,San Leandro,AGF Parent LLC,CA,94577,null,94118,H28
244 Clement St,482875,76059,"Edith's Food Company, Inc.",null,null,null,"400 I Street, #4",Modesto,"Edith's Food Company, Inc. / Ellen Kosmas",CA,95351,null,94118,H34
2675 Geary Blvd,444574,76203,Target Store T-2768-Specialty Grocery,San Francisco,null,null,1000 Nicollet Mall TPN-0910,Minneapdis,Target Corporation,MN,55403,14155795280,94118,H04
2675 Geary Blvd,444574,76205,Target Store T-2768-Starburks Coffee,San Francisco,null,null,1000 Nicollet Mall TPN-0910,Minneapolis,Target Corporation,MN,55403,14155795280,94118,H25
4828 Geary Blvd,944596,76595,Joo Mak,SF,null,null,4828 Geary Blvd.,SF,Ho Yong Chong,CA,94118,null,94118,H26
309 06th Ave,483197,76676,Little Vietnam Cafe,SF,null,null,574 6th Ave.,Sf,Omai Group LLC,CA,94118,null,94118,H28
244 Clement St,482967,76751,Yerba Buena Tea Co (formerly Tea Smiths of San Francisco),null,null,null,"150 Gardenside Drive, #103",San Francisco,Chad H. Smth,CA,94131,null,94118,H34
503 Clement St,448056,76826,Wing Lee Bakery,SF,null,null,503 Clement St.,SF,Kai Kai Inc.,CA,94118,null,94118,H25
5100 Geary Blvd,484855,76957,7 Eleven Store #2366-22627D,SF,null,null,P.O. Box 219088,Dallas,Imrinder S. Brar,TX,75221,null,94118,H07
4850 Geary Blvd,484584,76958,7 Eleven #2366-35722A,SF,null,null,P.O. Box 219088,Dallas,"Ildabyani, Inc.",TX,75221,null,94118,H07
244 Clement St,478056,77592,"Crepe and Brioche, Inc.",null,null,null,1022 Revere Avenue,San Francisco,"Crepe and Brioche, Inc. / Catherine Bunand",CA,94124,null,94118,H34
393 07th Ave,486204,77623,Kowloon Tong Dessert Cafe,null,null,null,393 7th Ave.,Sf,"CKST, Inc.",CA,94118,null,94118,H24
236 Clement St,120607,77667,Grain D'or,null,null,null,30703 San Clemente St.,Hayward,Andersen America Inc.,CA,94544,null,94118,H25
836 Clement St,475119,77890,Lime Tree,SF,null,null,836 Clement St.,Sf,Siok Ming Tjong,CA,94118,null,94118,H25
165 02nd Ave,343329,77924,Gateaux,null,null,null,165 2nd Ave.,Sf,Michele Cabot,CA,94118,14155299155,94118,H98
642 Clement St,482536,77958,Richmond Republic,null,null,null,642 Clement St.,SF,AED Local LLC,CA,94118,14150522364,94118,H26
736 Clement St,487351,77960,Good Luck Dim Sum,null,null,null,736 Clement St.,SF,New Good Luck Dim Sum Corporation,CA,94118,null,94118,H25
4625 Geary Blvd,482854,77973,First Korean Market,SF.,null,null,554 30th Ave,San Francisco,Ainwell Inc.,CA,94121,null,94118,H28
1000 Clement St,487438,78028,The Clay Pot House LLC,null,null,null,1000 Clement St.,SF,The Clay Pot House LLC,CA,94118,null,94118,H25
239 Clement St,484966,78055,Good Noodle Corporation,SF,null,null,239 Clement St.,SF,Good Noodle Corporation,CA,94118,null,94118,H26
3336 Sacramento Ave,439433,78184,Smokin' Warehouse BBQ,null,null,null,1718 45th Avenue,San Francisco,"BL Catering, LLC / William Lee",CA,94122,null,94118,H25
841 Clement St,487256,78484,Cable Car Wine and Spirit Grocery,null,null,null,841 Clement St.,San Francisco,"Cable Car Wine and Spirites, LLC",CA,94118,null,94118,H03
3950 Sacramento St,440615,78738,Steve & Kate's Camp,null,null,null,"28 Liberty Ship Way, Suite 2815",Sausalito,"Steve & Kate's Camp, LLC",CA,94965,null,94118,H24
1032 Clement St,485522,78844,Cafe La Flore 1,null,null,null,1032 Clement St.,SF,Javier and Andy Pumacayo,CA,94118,null,94118,H24
343 Clement St,489423,78934,Koja Kitchen CA01,null,null,null,343 Clement St.,SF,"Lam Huynh Group, LLC",CA,94118,null,94118,H25
3910 Geary Blvd,397178,79154,Kama Lounge,SF,null,null,3910 Geary Blvd.,SF,STCC Inc.,CA,94118,null,94118,H86
735 07 Ave,467295,79219,AFC Sushi @ Safeway #2646,San Francisco,null,null,19205 South Laurel Park Road,Rancho Dominguez,Advanced Fresh Concepts Franchise Corp,CA,90220,14150603200,94118,H24
2675 Geary Blvd 203-C2,69478,79849,General Nutrition Corporation,SF,null,null,300 Sixth Ave.,Pittsburgh,General Nutrition Corporation,PA,15222,14152338892,94118,H03
3585 California St,484649,79974,"Antonelli Brothers Meat, Fish, and Poultry Inc.",SF,null,null,3585 California St.,SF,"Antonelli Brothers Meat, Fish, and Poultry Inc.",CA,94118,14155757413,94118,H07
501 Clement St,1004730,80242,Wing Lee Restaurant,null,null,null,501 Clement St.,SF,Baosong Liang,CA,94118,null,94118,H25
700 Clement St,1004730,80243,New Wing Lee LLC,null,null,null,700 Clement St.,Sf,New Wing Lee LLC,CA,94118,null,94118,H25
406 Clement St,490186,80384,Midnight Series,null,null,null,406 Clement St.,SF,Rui Rong Ma,CA,94118,null,94118,H74
4724 Geary Blvd,1002516,80495,Arashi Sushi House,null,null,null,4724 Geary Blvd.,SF,Arashi Storm Inc.,CA,94118,null,94118,H26
443 Clement St,1021491,80585,High Treason,SF,null,null,4734 Irving St.,SF,Emination LLC,CA,94122,null,94118,H25
4207 Geary Blvd,415325,80598,Jade Chocolates,SF,null,null,226-21st Ave. #1,San Francisco,Jade Chocolates LLC,CA,94121,14155938719,94118,H24
448 Balboa St,1002849,80617,Grinders Pizzeria,SF,null,null,2120 Pacific Ave. #310,San Francisco,Grinders Pizzeria Enterprises,CA,94118,14155851876,94118,H24
55 Music Concourse Dr,338528,80619,CA Academy of Science Cafe,null,null,null,P.O. Box 352,Buffalo,Sodexo Operations LLC,NY,14240,14152332403,94118,H26
55 Music Concourse Dr,338528,80621,CA Academy of Science Terrace,SF,null,null,P.O. Box 352,Buffalo,Sodexo Operations LLC,NY,14240,14152332403,94118,H25
55 Music Concourse Dr,338528,80624,CA Academy of Science Moss Room,SF,null,null,P.O. Box 352,Buffalo,Sodexo Operations LLC,NY,14240,14152332403,94118,H26
854 Geary St,486358,80820,Tender,San Francisco,null,null,229 Arguello Blvd,San Francisco,854 Geary LLC.,CA,94118,14155587879,94118,H24
3333 California St 232,1006156,81203,The View Cafe,SF,null,null,1020 Goett Ingen St.,SF,Sakpraneth Kim,CA,94134,14155929333,94118,H25
3815 Geary Blvd,1006228,81235,Burmese Kitchen,SF,null,null,3817 Geary Blvd,San Francisco,Burmese Kitchen Inc.,CA,94118,14150247450,94118,H24
397 Arguello Blvd,1006531,81264,Arsicault Bakery,null,null,null,2351 Powell St #413,San Francisco,Arsicault Bakery Inc,CA,94133,14158982739,94118,H88
1 Clement St,1006429,81303,Village Pizzeria,San Francisco,null,null,415 Arguello Blvd,San Francisco,Brasillia Pizzeria Inc,Ca,94118,14155222100,94118,H25
133 Clement  St.,1013119,81460,"Le Soleil International Holdings, Inc",null,null,null,133 Clement St.,SF,"Le Soleil International Holdings, Inc.",CA,94118,14155664848,94118,H25
3750 Geary Blvd,1009329,81461,Mescolanza Restaurant,null,null,null,37 Rudden Ave.,SF,Mescolanza Inc.,CA,94112,14155662221,94118,H25
3420 Geary Blvd,1006189,81531,Buzz,SF,null,null,1730 Ofarrell St. #PH2C,San Francisco,"Buzz Burgers and More, LLC",CA,94115,14155204114,94118,H24
189 06th Ave,489856,81990,Nourish Cafe,SF,null,null,189 6th Ave.,SF,Nourish Enterprises LLC,CA,94118,null,94118,H24
2696 Geary Blvd,1008908,82114,Tofino Wines,SF,null,null,66 Woodland Ave.,SF,Tofino Wines Inc.,CA,94117,14155791781,94118,H87
3475 California St,490057,82139,Jenny Craig Weight Loss CT 3011,SF,null,null,100 Ritchie Road,Woodway,JC USA Inc.,TX,76712,14155381100,94118,H03
2739 Geary Blvd,477957,82143,Ro Cafe,SF,null,null,2739 Geary Blvd.,SF,Halime Altun,CA,94118,14155349765,94118,H24
4419 California St,1011453,82466,Tanuki Restaurant,null,null,null,4419 California St.,SF,Zhen Ju Lin,CA,94118,null,94118,H25
4406 California St,1012311,82655,Mizutani Sushi Bar,SF,null,null,614 Bernal Ave,Sunnyvale,Shiwei Yan,CA,94085,null,94118,H25
244 Clement St,478168,82687,The Hummus Guy Corp.,null,null,null,"1370 Redwood Way, Suite A",Petaluma,The Hummus Guy Corp.,CA,94954,null,94118,H34
195 05th Ave,1010362,83073,The Richfield,null,null,null,2550 Princeton Dr.,San Bruno,Dirty Shoe LLC,CA,94066,null,94118,H24
244 Clement St,1008985,83087,Love Healthy Foods,null,null,null,"2055 Center Street, #401",Berkeley,Maisah Hadir and Farish Hadir,CA,94704,null,94118,H34
3015 Geary Blvd,390033,83135,Sqwers Restaurant,SF,null,null,444 Westlake Ave.,Daly City,Simon Li,CA,94014,14155709979,94118,H25
4627 Geary Blvd,490859,83148,My Tofu House,SF,null,null,4627 Geary Blvd,San Francisco,My Tofu House Inc,CA,94118,14155751818,94118,H26
2675 Geary Blvd,344493,83365,Chipotle Mexican Grill,SF,null,null,1401 Wynkoop St. Suite 500,Denver,"Chipotle Mexican Grill, Inc.",CO,80202,14153594000,94118,H24
852 Clement St,1012599,83423,Carbon Grill,null,null,null,2528 24th Ave. #A,SF,CGSF LLC,CA,94116,null,94118,H26
3613 Sacramento St,1013605,83633,As Quoted,SF,null,null,1239 9th Ave.,San Francisco,"As Quoted, Inc.",CA,94122,null,94118,H26
3741 Geary Blvd,1014498,83688,San Dong Best Inc,null,null,null,3741 Geary BLVD,San Francisco,San Dong Best Inc,CA,94118,14155665888,94118,H26
244 Clement St,1015315,83811,Lakshmi Lassi,San Francisco,null,null,127 Gable Ct.,San Rafael,Emanuel Fulea,CA,94903,null,94118,H34
332 Clement St,1013080,83844,Taste of Jiangnan,SF,null,null,85 Saint Marks Court,Daly City,Mishen International Management Inc,CA,94015,null,94118,H26
3400 Geary Blvd,1015829,84300,Earth's Coffee,null,null,null,340 Eddy St.,San Francisco,"Khoung C. Lim, Neang Ung",CA,94102,14155938628,94118,H24
3600 Geary Blvd,455171,84371,CVS/Pharmacy #10330,SF,null,null,One CVS Drive Drive/MD23062A,Woonsocket,Garfield Beach CVS LLC,RI,02895,14151761500,94118,H04
3409 Geary Blvd,1016477,84656,Kaiju Eats Inc,SF,null,null,15367 Farnsworth St.,San Leandro,Kaiju Eats Inc,CA,94579,14155744309,94118,H25
244 Clement St,1018039,85005,Beber,San Francisco,null,null,1959 Rosecreek Court,Chico,Danan Arielle,CA,95928,null,94118,H34
130 Clement St,1018402,85063,The Spanish Table,SF,null,null,"800 Redwood Hwy, #123",Mill Valley,"Spanish Table California, LLC",CA,94941,null,94118,H07
2675 Geary Blvd,1019555,85160,Panera Bread,SF,null,null,P.O.Box 507,West Linn,Pan NorCal LLC,Oregon,97068,14153722825,94118,H26
544 Clement St,1018872,85185,Mr. & Mrs. Tea House LLC,null,null,null,1270 Hollister Ave.,SF,Mr. & Mrs. Tea House LLC,CA,94124,null,94118,H24
354 Clement St,1007116,85344,Bottle Zup,null,null,null,354 Clement St.,SF,Bottles Up Inc.,CA,94118,null,94118,H25
914 Clement St,1020093,85500,Y & Y Vietnamese Restaurant,null,null,null,Wessix Ct,Daly City,Y & Y Vietnamese Restaurant INC,CA,94015,14155382938,94118,H25
401 Balboa St,1008987,85655,Muguboka Restaurant,SF,null,null,401 Balboa St.,SF,MGBK Foods Inc,CA,94118,14155666007,94118,H24
5200 Geary Blvd,1017826,85924,Domino's #8421,null,null,null,"134 N LaSalle St, Suite 700",Chicago,"NFG San Francisco, LLC",IL,60602,14155383030,94118,H28
538 Clement St,1022156,86150,"AAA Vegi, Inc",null,null,null,1184 Capital Ave,San Francisco,"AAA Vegi, Inc",CA,94112,null,94118,H07
244 Clement St,1010671,86233,Crazy Gringo Taco Wagon Sales,San Francisco,null,null,3540 Fairway Drive,Cameron Park,Gary Dean Tompkins,CA,95682,null,94118,H34
560 Balboa St,1024978,86500,Tea Papa Inc,SF,null,null,560 Balboa St.,SF,Tea Papa Inc,CA,94118,14155810760,94118,H25
200 Clement St,1024298,86564,Cumaica Coffee,null,null,null,1398 Mission St,San Francisco,Cumaica Corp.,CA,94103,14150589858,94118,H24
3727 Geary Blvd,1017923,86681,New Nagano Sushi Restaurant,SF,null,null,3727 Geary Blvd.,SF,New Nagano Sushi Restaurant,CA,94118,14155229811,94118,H25
3611 California St,1027251,86807,Vixi,SF,null,null,3611 California St. First Floor,SF,LV Foods LLC,CA,94118,14155830900,94118,H25
3226 Geary Blvd,1026012,87006,La Belle,SF,null,null,399 Dolores Way,SSF,Fortrinity LLC,CA,94080,null,94118,H24
5241 Geary Blvd,1028524,87107,Russian Renaissance Restaurant,SF,null,null,5241 Geary Blvd.,SF,Russian Renaissance INC.,CA,94118,14155758558,94118,H25
244 Clement St,1030688,87486,Flour Craft Bakery,San Francisco,null,null,115 Park Street,San Rafael,Hardcastle Confections LLC,CA,94901,14155389180,94118,H34
4217 Geary Blvd,1039275,88702,Dancing Bull,San Francisco,null,null,4217 Geary Blvd,San Francisco,Dancing Bull Inc.,CA,94118,14155357108,94118,H25
2333 Buchanan St Level A,8450,65271,California Pacific Medical Ctr - Hospital Kitchen,S.F.,37.7914,-122.431,"633 Folsom Street, 7th Floor",San Francisco,"Sutter West Bay Hospitals / Grant Davies, FACHE",CA,94107,null,94120,H40
3639 BALBOA St,347269,240,MIKI RESTAURANT,SF,37.7757,-122.498,3639 BALBOA ST,SF,"KAWAGUCHI, AKIHIKO",CA,94121,null,94121,H24
3600 BALBOA St,337573,547,LITTLE HENRY'S,SF,37.7757,-122.498,3600 BALBOA ST.,SAN FRANCISCO,LITTLE HENRY'S,CA,94121,null,94121,H24
2252 Clement St,957319,551,Gordo Taqueria #1,SF,37.7821,-122.484,2252 CLEMENT ST,SAN FRANCISCO,GORDO TAQUERIA #1 INC,CA,94121,null,94121,H24
3107 CLEMENT St,384181,606,TSING TAO RESTAURANT,SF,37.7816,-122.493,3107 CLEMENT ST.,SAN FRANCISCO,XUE'S RESTAURANT INC.,CA,94121,null,94121,H24
2415 CLEMENT St,355247,876,"PATPONG THAI CUISINE, INC.",SF,37.782,-122.485,2415 CLEMENT ST,SF,"PATPONG THAI CUISINE, INC.",CA,94121,null,94121,H24
5317-19 Geary Blvd,341523,949,BUFFALO BURGERS RESTAURANT,SAN FRANCISCO,37.7804,-122.476,5317 GEARY BLVD,SF,BUFFALO CORPORATION,CA,94121,null,94121,H24
5301 GEARY Blvd,341523,1204,ROYAL GROUND COFFEE,SF,37.7804,-122.476,5317 GEARY BLVD.,SF,BUFFALO CORPORATION,CA,94121,null,94121,H24
2205 CLEMENT St,344677,1244,THANH THANH,SAN FRANCISCO,37.7821,-122.483,2205  CLEMENT St,SF,"DUONG, PAT",CA,94121,null,94121,H24
5450 GEARY Blvd,957317,1318,GORDO TAQUERIA #6,SF,37.7805,-122.478,5450 GEARY BLVD,SAN FRANCISCO,"GORDO TAQUERIA #6, INC",CA,94121,null,94121,H24
5546 GEARY Blvd,149795,1389,GASPARE'S PIZZA HOUSE & REST.,SF,37.7805,-122.479,5546 GEARY BLVD.,SAN FRANCISCO,INDELICATO INC.,CA,94121,null,94121,H24
5455 GEARY Blvd,911744,1413,STARBUCKS,SF,37.7803,-122.478,5455 GEARY BLVD,SF,STARBUCKS COFFEE CO.,CA,94121,null,94121,H24
5927 CALIFORNIA St,317784,1465,BAZAAR CAFE,S.F.,37.784,-122.481,5927  CALIFORNIA St,S.F.,"WISNER, MAKIKO",CA,94121,null,94121,H24
3117 CLEMENT St,311755,1791,GARDEN HOUSE CAFE,SF,37.7816,-122.493,3117 CLEMENT,SF,"KIM, IN KYUNG",CA,94121,null,94121,H25
6439 CALIFORNIA St,121135,1810,TAL-Y-TARA TEA & POLO SHOPPE,SF,37.7838,-122.487,6439 CALIFORNIA ST,SF,"MEAKIN, HUGH; Melba; Sarah and Philip",CA,94121,null,94121,H25
3434 BALBOA St,396004,1896,SIMPLE PLEASURES CAFE,SF,37.7758,-122.496,3434 BALBOA ST,SAN FRANCISCO,SIMPLE PLEASURES CAFE INC,CA,94121,null,94121,H25
300 34th Ave,345034,1926,LINCOLN PARK BAR AND GRILL,SF,37.783,-122.496,300 34TH Ave,SF,"WONG, LANC",CA,94121,14155222014,94121,H25
4031 BALBOA St,309757,1968,AL-MASRI EGYPTIAN RESTAURANT,SF,37.7755,-122.502,4031  Balboa,SF,"MOLTHEN, SUSAN F.",CA,94121,null,94121,H25
2110 CLEMENT St,300396,1973,MY FAVORITE CAFE,SF,37.7822,-122.482,2110 CLEMENT ST,SF,CHUN-FAI YEUNG,CA,94121,null,94121,H25
3308 BALBOA St,954202,1978,GOLDEN CHARIOT BAKERY & REST,SF,37.7759,-122.494,3308 BALBOA ST,SF,"MA, WARREN",CA,94121,null,94121,H25
5701 GEARY Blvd,385962,2280,SAKANA BUNE RESTAURANT,SAN FRANCISCO,37.7802,-122.481,5701 Geary Blvd,SF,"Sakana Bune, Inc.",CA,94121,null,94121,H25
7000 GEARY Blvd,84298,2282,PACIFIC CAFE,SAN FRANCISCO,37.7797,-122.495,7000  GEARY BLVD,SAN FRANCISCO,"HAWKER, THOMAS / THOMSON ,JAMES",CA,94112,null,94121,H25
3532 BALBOA St,315912,2505,AMERICANA GRILL & FOUNTAIN,SF,37.7758,-122.497,3532 BALBOA ST,SF,"LAI, TONY",CA,94121,null,94121,H25
5830 GEARY Blvd,948933,2596,LA VIE VIETNAMESE REST,SAN FRANCISCO,37.7803,-122.482,5380 GEARY BLVD,SF,"TANG, DAISY",CA,94121,null,94121,H25
5723 GEARY Blvd,918926,2837,KITARO JAPANESE RESTAURANT,S.F.,37.7802,-122.481,5723  GEARY BLVD,SF,"SUZUKI, HIROSHI & KATAOKA, MINORU",CA,94121,null,94121,H26
738 LA PLAYA St,770159,2957,GOLDEN STATE ADULT DAY HEALTH CARE,S.F.,37.7744,-122.51,738 LA PLAYA,S.F.,GOLDEN STATE ADULT DAY HEALTH,CA,94121,null,94121,H26
933 CLEMENT St,928612,2969,TONG PALACE,SAN FRANCICSO,37.7827,-122.469,933  CLEMENT St,San Francisco,HSUEH LIAO TONG,CA,94121,null,94121,H26
